pref_id;pref_name;year;month;year_month;date;n_m;n_f;n_total;ln_ratio_mf;;u_rate;n_ei_insured;n_care_need_2to5;n_ltc_facility_users;share_75plus;z_u_rate;z_ln_ei;z_ln_need;z_ln_fac;z_oldshare75;moy;t_index;ln_ei;ln_need;ln_fac
17;Ishikawa;2014;3;201403;2014-03-01;1;4;5;-1.09861228866811;;3.1;350393;30781;10902;0.129;0.634095712191742;-0.52862037896749;-0.869721515937565;-0.605271896594471;-0.884760414545909;3;0;12.7668106606759;10.3346528954941;9.29670153762423
18;Fukui;2014;3;201403;2014-03-01;0;4;4;-2.19722457733622;;2.5;239592;22796;8192;0.145;-0.198085746042444;-0.979915841903614;-1.32494127704166;-1.06544402833624;-0.112344414849466;3;0;12.3866927556844;10.0343403609549;9.01091334727929
19;Yamanashi;2014;3;201403;2014-03-01;0;6;6;-2.56494935746154;;2.9;199811;23287;6536;0.138;0.356701892780346;-1.19547977877742;-1.29263887441511;-1.42907668856816;-0.450276414716659;3;0;12.2051271987362;10.0556505439332;8.78508063653984
20;Nagano;2014;3;201403;2014-03-01;2;12;14;-1.6094379124341;;3.3;583536;60567;19200;0.151;0.911489531603137;0.0769380359169124;0.156265186260893;0.30603542313215;0.177311585036701;3;0;13.2768614254637;11.0115054692783;9.86266555801587
21;Gifu;2014;3;201403;2014-03-01;0;2;2;-1.6094379124341;;2.8;546782;51546;15559;0.129;0.218004983074649;-0.000299735940001291;-0.0881995675468768;-0.032540036771276;-0.884760414545909;3;0;13.2118054644898;10.8502298918661;9.65239452831496
22;Shizuoka;2014;3;201403;2014-03-01;4;14;18;-1.17007125265025;;2.8;1089931;83777;28704;0.127;0.218004983074649;0.818689319085237;0.648009816799662;0.95353339569941;-0.981312414507964;3;0;13.9016249494493;11.3359137857912;10.2647917648585
23;Aichi;2014;3;201403;2014-03-01;21;24;45;-0.130620182417064;;2.8;2607225;138586;39417;0.101;0.218004983074649;1.85417668239849;1.41097141022832;1.46422111724883;-2.23648841401468;3;0;14.7737969952904;11.8392463505351;10.5819524743099
24;Mie;2014;3;201403;2014-03-01;1;8;9;-1.73460105538811;;2.2;457568;50248;15029;0.131;-0.614176475159537;-0.211778484884625;-0.126858841606009;-0.0883451877321978;-0.788208414583853;3;0;13.0336807865326;10.8247260241342;9.61773694693409
25;Shiga;2014;3;201403;2014-03-01;1;4;5;-1.09861228866811;;3.1;353042;30784;8054;0.109;0.634095712191742;-0.519678419970018;-0.869573787190601;-1.09279980910307;-1.85028041416646;3;0;12.7743423090078;10.3347503534654;8.9939241414114
26;Kyoto;2014;3;201403;2014-03-01;0;6;6;-2.56494935746154;;3.9;700148;73912;20574;0.123;1.74367098983732;0.2932381134963;0.458102862910463;0.417328036834694;-1.17441641443208;3;0;13.4590470202491;11.2106304753506;9.93178342169097
27;Osaka;2014;3;201403;2014-03-01;6;45;51;-1.94591014905531;;4.9;3302283;224506;48907;0.111;3.1306400868943;2.13475693610051;2.14222022405343;1.8115758109574;-1.75372841420441;3;0;15.0101246054226;12.3216577118652;10.7976758145023
28;Hyogo;2014;3;201403;2014-03-01;6;16;22;-0.931558204004943;;3.9;1293927;127089;37419;0.121;1.74367098983732;1.02238291817319;1.27969617473828;1.38046150023846;-1.27096841439413;3;0;14.0731923382322;11.7526429074055;10.5299338757938
29;Nara;2014;3;201403;2014-03-01;1;5;6;-1.29928298413026;;3.4;219867;34160;10120;0.125;1.05018644130883;-1.08191812888833;-0.711837106479788;-0.725122215709889;-1.07786441447002;3;0;12.3007780970687;10.4388106479025;9.22226894284146
30;Wakayama;2014;3;201403;2014-03-01;2;2;4;0 ;;3.1;226135;33360;9410;0.152;0.634095712191742;-1.04854526998746;-0.74775869386851;-0.842248286123393;0.225587585017729;3;0;12.3288874450476;10.4151128564727;9.14952823257943
31;Tottori;2014;3;201403;2014-03-01;1;4;5;-1.09861228866811;;2.7;152612;18901;6154;0.156;0.0793080733689514;-1.51541213678909;-1.60896086065546;-1.52604704753551;0.41869158494184;3;0;11.9356540317001;9.84697010970096;8.72485755588199
32;Shimane;2014;3;201403;2014-03-01;1;2;3;-0.510825623765991;;2.9;197071;24562;7945;0.177;0.356701892780346;-1.2118731659628;-1.21183768005367;-1.11474030354045;1.43248758454342;3;0;12.1913193488808;10.1089558121703;8.98029807897082
33;Okayama;2014;3;201403;2014-03-01;1;5;6;-1.29928298413026;;3.6;547982;57343;16122;0.139;1.32758026072023;0.00230302061145848;0.0733507212679088;0.0246949080343803;-0.402000414735631;3;0;13.2139977186754;10.9568060575665;9.68794007784355
34;Hiroshima;2014;3;201403;2014-03-01;9;8;17;0.111225635110224;;3.2;931186;73138;21884;0.13;0.77279262189744;0.631803352160962;0.442145629947596;0.516721005653474;-0.836484414564881;3;0;13.744214321482;11.2001033465113;9.99351105518372
35;Yamaguchi;2014;3;201403;2014-03-01;0;7;7;-2.70805020110221;;2.8;375183;41823;13435;0.157;0.218004983074649;-0.44746163350919;-0.405048682047729;-0.268876702993663;0.466967584922867;3;0;12.8351691859193;10.6412017064212;9.50561852104959
36;Tokushima;2014;3;201403;2014-03-01;0;2;2;-1.6094379124341;;4.1;189499;25199;8429;0.157;2.02106480924872;-1.25839005327354;-1.17302696000372;-1.01952140765579;0.466967584922867;3;0;12.1521390264458;10.1345595901725;9.03943341999748
37;Kagawa;2014;3;201403;2014-03-01;1;4;5;-1.09861228866811;;3.1;302792;28833;9008;0.146;0.634095712191742;-0.701970081776653;-0.968821362169518;-0.912548815474511;-0.0640684148684381;3;0;12.6208013801172;10.2692758434914;9.10586835037947
38;Ehime;2014;3;201403;2014-03-01;1;6;7;-1.46633706879343;;3.6;377601;44285;12019;0.152;1.32758026072023;-0.439834522869397;-0.318344393914583;-0.448210377108236;0.225587585017729;3;0;12.8415933615551;10.6984012982437;9.39424400995279
39;Kochi;2014;3;201403;2014-03-01;1;3;4;-0.847297860387204;;3.3;188417;25065;8126;0.169;0.911489531603137;-1.26518843903674;-1.18110910101501;-1.07846925849817;1.0462795846952;3;0;12.1464128705992;10.1292277296976;9.00282407654767
40;Fukuoka;2014;3;201403;2014-03-01;7;19;26;-0.955511445027436;;4.8;1553763;115173;35580;0.119;2.9919431771886;1.23964746597551;1.13046023076244;1.29931631631581;-1.36752041435619;3;0;14.2561902886264;11.6541906247738;10.4795389612198
41;Saga;2014;3;201403;2014-03-01;0;3;3;-1.94591014905531;;3.7;223060;20600;7013;0.142;1.46627717042593;-1.06480036928442;-1.47848476254426;-1.31565484816282;-0.257172414792549;3;0;12.3151960725485;9.93304635477767;8.85552084853691
42;Nagasaki;2014;3;201403;2014-03-01;2;6;8;-0.955511445027436;;3.8;346333;40841;12097;0.151;1.60497408013163;-0.542457367082153;-0.441064488588147;-0.437794475394224;0.177311585036701;3;0;12.7551560189489;10.6174417577771;9.40071276695985
43;Kumamoto;2014;3;201403;2014-03-01;1;7;8;-1.6094379124341;;4.1;450490;52567;16556;0.15;2.02106480924872;-0.230287290787425;-0.0584683738121601;0.0674675256350038;0.129035585055673;3;0;13.0180911582259;10.869843825417;9.71450385286862
44;Oita;2014;3;201403;2014-03-01;1;4;5;-1.09861228866811;;3.6;314722;33115;10396;0.153;1.32758026072023;-0.656090408952493;-0.758932145355322;-0.681796212788081;0.273863584998756;3;0;12.6594449884578;10.4077416309191;9.24917639576138
45;Miyazaki;2014;3;201403;2014-03-01;0;12;12;-3.2188758248682;;3.3;278408;30867;9307;0.15;0.911489531603137;-0.801649842717375;-0.865492324111098;-0.85997023174504;0.129035585055673;3;0;12.5368429426617;10.3374429310439;9.13852208418571
46;Kagoshima;2014;3;201403;2014-03-01;1;12;13;-2.12026353620009;;3.7;432206;51805;16751;0.157;1.46627717042593;-0.279479328702258;-0.0806021913280544;0.0863218115098175;0.466967584922867;3;0;12.9766576054204;10.8552419486859;9.72621323696369
47;Okinawa;2014;3;201403;2014-03-01;3;16;19;-1.55059741241117;;4.8;363590;30906;8590;0.097;2.9919431771886;-0.484725945618874;-0.863578316703255;-0.989055731255252;-2.4295924139388;3;0;12.803782138157;10.3387056187936;9.0583540149783
1;Hokkaido;2014;4;201404;2014-04-01;2;15;17;-1.82454929205105;;4.1;1405450;136820;41557;0.14;2.02106480924872;1.12053981385842;1.39153120268423;1.54934969019159;-0.353724414754603;4;0;14.1558680941673;11.826421472315;10.6348212578146
2;Aomori;2014;4;201404;2014-04-01;2;6;8;-0.955511445027436;;4.1;340368;45446;11617;0.149;2.02106480924872;-0.563083904442873;-0.279116807152951;-0.502987596717449;0.0807595850746452;4;0;12.7377826642119;10.7242800869317;9.36022482151347
3;Iwate;2014;4;201404;2014-04-01;2;5;7;-0.78845736036427;;3.3;354463;42146;12881;0.16;0.911489531603137;-0.514909305083749;-0.393386942809775;-0.336681448056829;0.611795584865951;4;0;12.7783592471517;10.6488950597572;9.46350863639609
4;Miyagi;2014;4;201404;2014-04-01;1;7;8;-1.6094379124341;;3.8;670403;54843;15882;0.125;1.60497408013163;0.241696310190738;0.00578119204174559;0.000544684639409253;-1.07786441447002;4;0;13.4156343030803;10.9122298367752;9.67294167145516
5;Akita;2014;4;201404;2014-04-01;0;10;10;-3.04452243772342;;3.2;278759;41132;11690;0.18;0.77279262189744;-0.800153970748734;-0.430302274505516;-0.492901016764428;1.5773155844865;4;0;12.5381028882308;10.6245416863491;9.36648905446611
6;Yamagata;2014;4;201404;2014-04-01;1;10;11;-1.94591014905531;;3;311509;37209;11617;0.167;0.495398802486044;-0.668273363108374;-0.582241618714846;-0.502987596717449;0.949727584733145;4;0;12.6491835092481;10.5243059464834;9.36022482151347
7;Fukushima;2014;4;201404;2014-04-01;2;5;7;-0.78845736036427;;3.4;534571;58896;16972;0.148;1.05018644130883;-0.027114553026471;0.113857068018215;0.107426469554323;0.0324835850936174;4;0;13.1892198350502;10.9835284556188;9.73932020632222
8;Ibaraki;2014;4;201404;2014-04-01;1;8;9;-1.73460105538811;;3.6;729680;66795;22388;0.12;1.32758026072023;0.3422886165754;0.304630677415343;0.553383852818575;-1.31924441437516;4;0;13.500361360854;11.1093835064239;10.0162803800113
9;Tochigi;2014;4;201404;2014-04-01;0;7;7;-2.70805020110221;;3.4;527612;44796;12489;0.119;1.05018644130883;-0.0426715705222909;-0.300953647475371;-0.386444407039846;-1.36752041435619;4;0;13.1761164440701;10.7098741287026;9.43260353586309
10;Gunma;2014;4;201404;2014-04-01;2;5;7;-0.78845736036427;;2.8;561345;49632;15321;0.129;0.218004983074649;0.0309077621995889;-0.145556418497053;-0.0573607522448062;-0.884760414545909;4;0;13.2380909687483;10.8123910659763;9.63697971531575
11;Saitama;2014;4;201404;2014-04-01;11;20;31;-0.578077850775158;;3.7;1352614;132661;38805;0.101;1.46627717042593;1.07504610297906;1.34473906374285;1.43902478077862;-2.23648841401468;4;0;14.1175495745056;11.7955522811184;10.5663043832882
12;Chiba;2014;4;201404;2014-04-01;2;16;18;-1.88706964903238;;3.4;1076969;124495;33301;0.111;1.05018644130883;0.804485309271982;1.24843682154675;1.19272803480141;-1.75372841420441;4;0;13.889661172066;11.7320208334379;10.4133427055477
13;Tokyo;2014;4;201404;2014-04-01;41;117;158;-1.04074490634756;;3.8;9013811;279172;68116;0.107;1.60497408013163;3.32692806092512;2.47255628832901;2.34501689189296;-1.94683241412852;4;0;16.0142685146288;12.5395833583084;11.1289674131465
14;Kanagawa;2014;4;201404;2014-04-01;7;25;32;-1.22377543162212;;3.4;1987534;186811;49084;0.105;1.05018644130883;1.53196646889529;1.86360488595179;1.81739273751084;-2.04338441409057;4;0;14.5024052322825;12.1378526895528;10.8012883950964
15;Niigata;2014;4;201404;2014-04-01;4;13;17;-1.09861228866811;;3.3;699279;74985;24895;0.154;0.911489531603137;0.291763622178793;0.479950221411258;0.724292016299648;0.322139584979784;4;0;13.457805083211;11.2250433725158;10.1224222590763
16;Toyama;2014;4;201404;2014-04-01;2;8;10;-1.22377543162212;;3;351113;33848;11631;0.147;0.495398802486044;-0.526183275906935;-0.725745445898005;-0.501048280976686;-0.0157924148874103;4;0;12.7688633879592;10.4296351923999;9.36142922633904
17;Ishikawa;2014;4;201404;2014-04-01;1;3;4;-0.847297860387204;;2.9;350603;30881;10857;0.131;0.356701892780346;-0.527909040321424;-0.864804966429463;-0.611931988650325;-0.788208414583853;4;0;12.7674098081925;10.3378963870341;9.29256531223185
18;Fukui;2014;4;201404;2014-04-01;1;4;5;-1.09861228866811;;2.2;240970;22888;8062;0.146;-0.614176475159537;-0.973106994241864;-1.3188360483788;-1.09120121283337;-0.0640684148684381;4;0;12.3924277233965;10.0383680347299;8.99491694367711
19;Yamanashi;2014;4;201404;2014-04-01;0;3;3;-1.94591014905531;;2.9;199905;23329;6517;0.14;0.356701892780346;-1.1949213742061;-1.28990743202089;-1.43376427837198;-0.353724414754603;4;0;12.2055975326819;10.0574525008306;8.78216942633238
20;Nagano;2014;4;201404;2014-04-01;3;7;10;-0.762140052046897;;3;586830;60592;19057;0.153;0.495398802486044;0.0836211008522118;0.156890736187624;0.293998009602209;0.273863584998756;4;0;13.2824904486885;11.0119181501416;9.85518976712838
21;Gifu;2014;4;201404;2014-04-01;1;4;5;-1.09861228866811;;2.9;550231;51660;15646;0.132;0.356701892780346;0.00716570539848041;-0.0848508561158849;-0.0235615691205109;-0.739932414602825;4;0;13.2180934690333;10.8524390666498;9.65797057224503
22;Shizuoka;2014;4;201404;2014-04-01;2;13;15;-1.68639895357023;;2.9;1094596;83927;28752;0.13;0.356701892780346;0.823760014538054;0.650721416619884;0.956223765515619;-0.836484414564881;4;0;13.9058959033823;11.3377026523656;10.2664626090233
23;Aichi;2014;4;201404;2014-04-01;7;16;23;-0.78845736036427;;2.8;2622513;139118;39355;0.104;0.218004983074649;1.86111804313879;1.41677915698798;1.46168642090596;-2.0916604140716;4;0;14.7796435763423;11.8430777728466;10.5803783105766
24;Mie;2014;4;201404;2014-04-01;2;3;5;-0.336472236621213;;2.5;460608;50223;14927;0.133;-0.198085746042444;-0.203916687083074;-0.127613198625064;-0.0993105771495638;-0.691656414621798;4;0;13.0403026348675;10.8242283680839;9.61092693263324
25;Shiga;2014;4;201404;2014-04-01;1;7;8;-1.6094379124341;;2.8;353596;30967;8016;0.11;0.218004983074649;-0.517816823693923;-0.860589450703395;-1.10041489068864;-1.80200441418544;4;0;12.7759102974644;10.3406774003385;8.98919482332465
26;Kyoto;2014;4;201404;2014-04-01;2;9;11;-1.33500106673234;;3.6;702578;74042;20544;0.126;1.32758026072023;0.297351566096475;0.460766618634593;0.414978429004379;-1.02958841448899;4;0;13.4625117060549;11.2123877787483;9.93032420648969
27;Osaka;2014;4;201404;2014-04-01;21;44;65;-0.727436254038577;;4.8;3318258;224961;48664;0.115;2.9919431771886;2.14048649075229;2.14528918510427;1.80355547710103;-1.5606244142803;4;0;15.0149505043949;12.3236823328293;10.7926948160005
28;Hyogo;2014;4;201404;2014-04-01;4;19;23;-1.46633706879343;;4;1297268;127532;37465;0.124;1.88236789954302;1.02544452385635;1.28497075114547;1.38243972158066;-1.12614041445105;4;0;14.0757710726396;11.7561225924825;10.5311624427984
29;Nara;2014;4;201404;2014-04-01;3;3;6;0 ;;3.5;219200;34322;10173;0.129;1.18888335101453;-1.08552531048862;-0.704665490401157;-0.716711428744785;-0.884760414545909;4;0;12.297739834056;10.4435418269622;9.22749243079375
30;Wakayama;2014;4;201404;2014-04-01;1;1;2;0 ;;2.7;227603;33412;9346;0.154;0.0793080733689514;-1.04086290291269;-0.745397744412694;-0.853237015215558;0.322139584979784;4;0;12.3353581621668;10.4166703958758;9.14270372326037
31;Tottori;2014;4;201404;2014-04-01;1;6;7;-1.46633706879343;;3.2;152539;18917;6134;0.157;0.77279262189744;-1.515980179128;-1.60767823744713;-1.53128854292044;0.466967584922867;4;0;11.9351755800392;9.84781626766566;8.7216023446742
32;Shimane;2014;4;201404;2014-04-01;0;6;6;-2.56494935746154;;2.5;197079;24647;7910;0.176;-0.198085746042444;-1.21182497106183;-1.20660104316252;-1.12184930387568;1.38421158456239;4;0;12.1913599425634;10.1124104682104;8.9758830607617
33;Okayama;2014;4;201404;2014-04-01;2;4;6;-0.587786664902119;;3.6;551037;57500;15987;0.141;1.32758026072023;0.00890356519128012;0.077495229789958;0.0111550042360551;-0.305448414773577;4;0;13.2195572365158;10.9595402267854;9.67953117096489
34;Hiroshima;2014;4;201404;2014-04-01;4;14;18;-1.17007125265025;;3.3;931909;73206;21516;0.132;0.911489531603137;0.632724811030762;0.443554307731644;0.489413971780882;-0.739932414602825;4;0;13.7449904494157;11.2010326638034;9.97655212339313
35;Yamaguchi;2014;4;201404;2014-04-01;0;6;6;-2.56494935746154;;3.2;375477;41896;13416;0.159;0.77279262189744;-0.446531646859354;-0.402405198688148;-0.271155466418024;0.563519584884923;4;0;12.8359524966459;10.6429456359593;9.50420330350305
36;Tokushima;2014;4;201404;2014-04-01;0;3;3;-1.94591014905531;;3.8;189569;25286;8416;0.158;1.60497408013163;-1.25795156946914;-1.16780257751822;-1.02200670556507;0.515243584903895;4;0;12.1525083533254;10.1380061618718;9.03788993497749
37;Kagawa;2014;4;201404;2014-04-01;1;6;7;-1.46633706879343;;3.2;302111;28922;8966;0.148;0.77279262189744;-0.70464329864595;-0.964149624961246;-0.920073899865801;0.0324835850936174;4;0;12.6185497784961;10.2723578301747;9.10119492471538
38;Ehime;2014;4;201404;2014-04-01;0;6;6;-2.56494935746154;;3.1;380109;44422;11983;0.154;0.634095712191742;-0.4319749537919;-0.313662294149014;-0.453040536098508;0.322139584979784;4;0;12.8482133326765;10.7014901211985;9.39124425768252
39;Kochi;2014;4;201404;2014-04-01;0;6;6;-2.56494935746154;;3.3;187960;25101;8085;0.171;0.911489531603137;-1.26807158064213;-1.17893354262226;-1.08661406944622;1.14283158465726;4;0;12.1439844532168;10.1306629649637;8.99776577201121
40;Fukuoka;2014;4;201404;2014-04-01;8;21;29;-0.927986771637346;;4.6;1545039;115495;35553;0.122;2.71454935777721;1.23296255523519;1.1346922384369;1.29809395755072;-1.2226924144131;4;0;14.2505597107138;11.6569825179637;10.4787798198566
41;Saga;2014;4;201404;2014-04-01;2;2;4;0 ;;3.4;221582;20635;6970;0.143;1.05018644130883;-1.07269329811332;-1.47591152551315;-1.32555804698297;-0.208896414811521;4;0;12.3085480031193;9.93474394218668;8.84937050375457
42;Nagasaki;2014;4;201404;2014-04-01;2;7;9;-1.09861228866811;;3.9;346268;40888;12058;0.153;1.74367098983732;-0.542680212074714;-0.439321079267077;-0.442994004023764;0.273863584998756;4;0;12.7549683206921;10.6185919004481;9.39748361904935
43;Kumamoto;2014;4;201404;2014-04-01;1;4;5;-1.09861228866811;;4.2;446313;52643;16559;0.152;2.15976171895442;-0.241346987038403;-0.0562784233543376;0.0677592700344862;0.225587585017729;4;0;13.0087757785821;10.8712885552567;9.71468503964248
44;Oita;2014;4;201404;2014-04-01;0;6;6;-2.56494935746154;;3.8;314197;33114;10337;0.155;1.60497408013163;-0.658072562641783;-0.758977920470456;-0.690960465728354;0.370415584960812;4;0;12.6577754566995;10.4077114326676;9.24348497056848
45;Miyazaki;2014;4;201404;2014-04-01;1;3;4;-0.847297860387204;;3.6;277805;30918;9255;0.152;1.32758026072023;-0.804224082414376;-0.862989877235483;-0.868991876931741;0.225587585017729;4;0;12.5346747077005;10.3390938175563;9.1329192250076
46;Kagoshima;2014;4;201404;2014-04-01;0;11;11;-3.13549421592915;;4.1;430524;51888;16619;0.159;2.02106480924872;-0.284108724121884;-0.0781755455368246;0.073583084787852;0.563519584884923;4;0;12.9727583504249;10.8568428285471;9.71830189812752
47;Okinawa;2014;4;201404;2014-04-01;2;15;17;-1.82454929205105;;5.5;359961;31035;8508;0.099;3.96282154512849;-0.496635461225575;-0.857264531999998;-1.00450037519707;-2.33304041397674;4;0;12.7937509712305;10.3428708788478;9.04876217632013
1;Hokkaido;2014;5;201405;2014-05-01;2;9;11;-1.33500106673234;;4.1;1440310;137358;41725;0.14;2.02106480924872;1.14962845759693;1.39747998218907;1.55584597049887;-0.353724414754603;5;0;14.180368926161;11.8303459351858;10.63885574853
2;Aomori;2014;5;201405;2014-05-01;1;3;4;-0.847297860387204;;4.1;346156;45699;11427;0.149;2.02106480924872;-0.543064289295201;-0.27070156862953;-0.529540475160265;0.0807595850746452;5;0;12.7546448194819;10.7298316948048;9.34373425514671
